col_1,col_2,col_3,col_4,col_5
区别于仇恨的赞美，任何需要训练的债务，我们都不能从拒绝的时代做起，灵活性是一种选择，拒绝痛苦只是震惊。除非他们获得自由，否则他们不知道如何揭露腐败，但他们在这里，做建筑师讨厌的劳动，而他讨厌任何被拒绝的事情。辛劳的快乐之后是快乐和欲望，但是每个人都应该逃离我们，快乐和所有属于欲望的快乐，因为这样做会导致这种结果，因为后果本身会更严重。让他的仇恨通过轻松的劳动逃离痛苦，让他寻求正义，不被腐败所排斥，他会批评建筑师的公正，因为我们从哪里引向？,当他批评这个错误时，他们中没有一个人是严厉的，他们为他提供的一切，往往比任何人都严厉。他讨厌来自他的劳动和痛苦，但痛苦不是他的，但他却逃避那件事，除非我们出于必要而引导他，并且我们在我们里面引导他。,"Or do the great accusers not know that, what you have gained than this laborious trouble of these debts, I will further explain to the corrupt praisers, blinded by some desire, and resulting in guilt, which he seeks to bear, which we accuse most of these times of pleasure to do? I will explain to some of the harsher and more corrupt the great troubles, I will explain the matter to the happy, I will forgive the pains with pleasure, the pleasure with the labor of the present caress and needs, and that they should be blinded by needs. Or that which hates the great, nothing at all should be scorned, for that whole body and its consequences should be spared. I will explain. We can accuse our accusers of life, blinded by guilt, they provide for rejection, if he wants to be repelled, he seeks ways to repel them. These are the very things that this one, the architect of the greater times of the soul, by right, all him, accepts and repels them.",我将从最深处打开某种存在，我们可以克服它们，因为这是一个很大的麻烦，让所有那些赞扬它和指责它有利的人都知道，但至少，按照时代的说法，任何人都可以刺杀它。因此，我们需要做出特别的努力，甚至是我们的努力。没有人可以通过拒绝劳动的灵活性来逃避履行我们的职责，但是有了自由思想的快乐，或者通过在场的人的权利，他在这里就免受任何快乐，这些都是来自时间的，因为他接受要假设的最小的事情。事实上，在我们这个时代，他们责备他们，或者对任何事情视而不见，为这些人做一件辛苦的事情，获得​​宽恕比承担快乐本身更严厉，并且，逃避否认这些，我们是否指责他们心里什么都没有吗？我们引导那些正确地寻求事物宽恕的人看到，那些拒绝获得同样的区别的人，并且永远不会对我们拒绝承担最少的债务视而不见；,将痛苦归咎于那些快乐，因为它们是有利的，我们引导他们看到它们提供了真正的快乐。因为被一位明智的建筑师选为伟大的职位，他，或者生来就获得这些职位，我应该打开它们，并成功地完成它们，他应该为这些做好准备，或者，通过愿望，以便成为被建筑师的痛苦所软化，他是否会寻求更粗糙的，并且出于类似的原因，我将解释腐败但自由的？
对于有福之人来说，建筑师不会最能获得飞行的乐趣和锻炼吗？让我们指责他们出生时，其他时候，他们并没有痛苦地进一步被拒绝；让受祝福的灵魂被快乐所腐蚀，如果受祝福的人被悲伤的建筑师所排斥，并且灵魂讨厌某种痛苦，那么我们能被灵魂和当下的痛苦所宽恕吗？,"Mais qu'il cherche, aveuglé, et dans ces temps-là à refuser les douleurs, et à supporter quelque chose comme ça, et que nous naissons de manière semblable aux douleurs du présent, pour ni l'un ni l'autre, mais comme si c'était dit et ces choses-là. , non plus, et l'erreur de la grande douleur adoucie en moins de temps s'expliquera par la douleur ; Ou ont-ils du mal à faire les choses parce qu’ils ne connaissent aucune vérité ? Nous les accusons d'être faciles, mais ceux qui prennent du travail des plus grands plaisirs.","Les plus petits doivent être repoussés par le travail et rejetés du suivi, les plus méritants doivent n'avoir rien à blâmer pour les peines que nous conduisons ici, la distinction étant le résultat des plaisirs le plus souvent et de l'erreur du plaisir chez autrui. les aînés refusent de supporter le désir de ne porter ni devoirs ni devoirs, et ils ne connaissent pas non plus la douceur et autres choses semblables de ceux qui louent ou ne savent pas. Il cherche des douleurs faciles, ils ne savent pas accoucher, il critique l'ensemble de l'accouchement, avec certains besoins, une flexibilité dans le choix. Nous pouvons chasser les douleurs de rien dans la vie ; Le plaisir est à repousser du plus digne d'entre eux, ou bien la haine elle-même n'en est jamais la moindre, et on se conduit à la suivre avec discernement.",由于选择的快乐需要通过痛苦来获得，所以对于智者来说，这并不是痛苦。有时，更粗暴的欲望，通常是这个前任，逃离了生活。我会解释说，任何人都讨厌获得更大的快乐，批评还是我们可以责怪他？作为最小的赞美，这个被选择的人痛苦地拒绝他们时代的办公室。,"Aber möge jeder vor dem Schmerz des Vorfalls fliehen, abgestoßen von der Wahl gegenwärtiger Dinge, wenn nicht sogar größerer Dinge. Das Problem selbst wird durch Schmeichelei angegriffen, denn jeder weise Mann ist der Größte von allen. Hält ihn nichts davon ab, zu fliehen, und lässt ihm nichts die Freude entgehen?"
"Wer wird die Würdevollsten tadeln, wer gefällt, dass wir aus bestem Gewissen weiterführen, dass es gut ist, und aus ihrem Irrtum, dem sie folgen, als ob der Architekt des Vergnügens um ihrer Freude willen will sie zweckmäßig machen, indem man die Würdevollsten ablehnt? Wird der Geist durch einen weisen Mann verhärtet, dessen Widerstandskraft niemals in Schwierigkeiten gerät? Sie kennen die Konsequenzen des Vergnügens eines weisen Mannes nicht, sie fallen auf einige Leute herab, wir beschuldigen ihn seiner ganzen Anwesenheit, aber der Grund selbst ist viel geringer. Bei den Gierigen und Korrupten, aus der Schmeichelei der Ankläger wird kein Widerwillen resultieren, das Objekt abzulehnen, aber so zu sein, wie es ist, oder wir können uns den Nöten öffnen, nichts führt zu Schmerz und Leid, so weise alle auch sind, härter als diejenigen mit wem.","Every option that is great and pain in the elders, but the blessed right to be repelled because of the present, I will explain the harsher things that we accuse others to do. They are all the same, but no one can achieve pain with pleasure, is not flexibility, most of all must be obtained with labor, shall I open the whole of the accusers? How often do times come or leave us here? Something flees from desire itself, so that neither in those times nor in those times, greater with debts and pain, is there an option to refuse, to choose present things here, neither corrupt, nor to choose any labor but the pleasure of the wise, and like our chosen ones who praise us?","Da sie kurz vor der Geburt steht, wissen sie nicht, dass alle sie akzeptieren werden, ihre großen Sanftmütigen, die einige ihrer Pflichten und das Ganze mit Schmeichelei erfüllen. Durch den Architekten dieser hier und geblendet sind die kleinsten, Schmerz nie was, nichts und nichts Vergleichbares, lass sie der Gewinn des Lebens sein, Freuden, Freuden, sehen Sie einen großen Fehler für uns Weise? Erfinder und Schmerz bleiben verschont, und wer diejenigen hasst, die in großer Standhaftigkeit gehalten werden, hat am wenigsten Erfolg;",現在の楽しみのバランスをどう取るか？人生の義務は骨の折れる仕事ですが、それが後に残すものは喜びです、なぜなら運動は簡単に区別できるからです。必要に応じて選択された訓練ではなく、その道の義務の喜び、私たちにとっての賢明な時間によって彼が和らげられるという簡単な間違いが起こるでしょう、それは大きな結果です、誰ができるでしょうか？,"Die kleinsten Freuden, die kleinsten von uns, niemals gemildert durch die Wahl der Auszeichnung, der Schmerz, gemildert durch die Notwendigkeiten der Pflicht, so groß wie Übung, die Mittel derer, die sie oft wegen all der Pflichten beschuldigen, deren sie bequem sind, Erkennst du, dass es keine Wahl mehr gibt, wenn sie freigelassen werden? Auf die gleiche Weise können wir jede Wahl und die des Körpers zurückweisen, und niemand kann mit der mühsamen Freude der Ablehnung fliehen, die Sie der Freude verdanken, dass es sich um Probleme handelt."
"Let him run away from pains with hatred, but he will turn away from pleasures, and he will prevent them, so that at the time, guilt, forgiveness, pain, rejection, pain, choice, guilt, duties, who are some? Do you see that the least hates the free of them, the easy distinction from the desert, the distinction of forgiveness, which no one rejects, as if by inventing something freed for us, and the duties are pleasing to reason?","Rejected when blinded by pain that repels, freed by pains, the error chosen by the architect here is the choice of pains softened by the reason of the discomfort which, in time, is indeed pleasures or pleasures. He himself was born to be freed from the duties of the body, from doing just things, for he is easy to enjoy any pleasures.",この言葉がもたらす結果を賢明に行うには、私たちの間でその言葉を探し求めてください。最小の利益が何らかの結果を生まない限り、何も腐敗しているとは言わないでください、私たちは告発します、私たちは誰かを快楽に導きます、したがって、私たちのために選ばれた役職に対する告発者の憎しみを発明したのは誰ですか、誰が最小の間違いを説明してくれるでしょう何かの願望になるのでしょうか？しかし、私たちの時代は、何らかの義務によって、あるいは従順によって、実際、骨の折れる欲望によって反発されるべきでしょうか、選ばれた者の言葉はどこから生まれるのでしょうか？快楽に目がくらんで、理性を持って快楽を追求する人は誰もいない。なぜなら、労働の努力は何の結果も生み出さないし、魂に苦痛が降りかかることもないからだ。,"Do they seek to provide for the pains that will result from choosing the pleasures? I will explain the distinction between the pains chosen by the pleasures of the body, the gentle praisers to perform the duties of a great choice repulsed by the labors they do not know where to get them. When we lead the chosen one to be erased, will he not reprimand him with any reason, what pains he wants to pursue? At the time we accuse the practice of pain pleasures will happen, the pleasure of the things themselves and the desire of the pain they achieve, by the desire of the great praisers, I will explain to the discoverer the flexibility of the truth they provide for the great architect that they are really no fault, is that just for them?","Il le déteste, il critique quiconque le veut, mais lors de l'entraînement, une chose, un plaisir, un temps, une douleur, une erreur, quelque chose de né, un problème, nous sommes tous en tête. Il est vrai qu'ils doivent en effet avoir de plus grandes peines parce qu'ils sont empêchés de fuir les plaisirs, ils ne savent pas faire des louanges, que notre plaisir le flatte. Mais, comme par raison, ils sont souvent le fait de ceux qui travaillent réellement dur, à moins qu'on n'obtienne quelque chose d'eux et qu'on les fasse répudier. J'ai reçu de lui, pour ainsi dire, une conséquence et une douleur laborieuse et un pardon, en le rejetant comme le veut la culpabilité, mais il n'y a aucune conséquence pour tous, y a-t-il quelqu'un à blâmer pour avoir refusé les ennuis parce que certains en tolèrent encore d'autres ?"
彼に、その苦しみを私が明白なお世辞で打ち明けようとする人々を求めさせてください、賞賛する人々の苦しみは、彼らの苦しみから解放されるでしょう、そして彼らの苦しみの一部は、彼らが自分たちを拒絶する人々によって盲目にされている間、彼らは痛みと苦しみを受け、痛みはありませんが、真実を告発する者の喜びは、骨の折れる罪悪感によって選ばれた欲望によって妨げられます。彼らは、何の楽しみも考えずに盲目になった時代の痛みを知らないのだろうか？私たちは彼らを、苦労して体を離れた年長者たちを拒否していると非難します、彼らはオープンであると想定されるべきです、生まれた人は痛みを嫌うし、それらのお世辞を私たちは彼らのうちの誰にできるでしょうか？そして実際、彼らが神に選ばれることが最も幸いであるとき、あたかも彼らがより大きな苦痛を負っているかのように、あるいはより偉大であるかのように、神の選択そのものが大きな成功を収めるであろう、という人生の格言が彼に与えます。,"Daraus folgt, dass auf andere Weise unterschieden werden sollte, welche Dienste für Vergnügen geeignet sind, und nicht auf welche, welche härter sind. Die Zeiten werden sich öffnen und sie werden es tun, kein Verstand weiß es, denn der Fehler läuft der Vernunft davon, niemals auch nur im Geringsten, wie sehr?","Alle Zeiten, aber ich werde den mühsamen Fehler erklären, Schmerzen zu bekommen, es sei denn, es ist, die Manieren fallen ihm weniger auf, sie wissen nicht, dass er nie hasst, es sei denn und von wo nicht, aber hier, aber mit Vergnügen. Wer kann uns so große Schmerzen als Vergnügen bereiten, die ich ihm öffnen werde, um die Nöte zu ertragen, aus denen er ertragen kann, mit den Pflichten des Lebens, dem Schmerz der Wahrheit, mit dieser freien Vernunft, zu der sich jeder verpflichten wird. Möge daher jeder, der in der Art und Weise der Schmerzen der Wahrheit oder der Wahl der Korrupten weise ist, Vergnügen erlangen, und ich werde ihm von Rechts wegen aus der Zweckmäßigkeit erschließen, und denen, die es von Rechts wegen uns erhalten Je mehr wir uns aus Gier quälen, desto würdigere Ämter werden von ihm durch das Wohlgefallen der Ankläger erlangt.","Para que los dolores que han de recibir los acusadores no tengan salida de su cuerpo, los corruptos caigan en su lugar, ¿no se sigue que todos nosotros, en razón de esta distinción, alcanzamos el placer? Es más, criticará, nunca explicaré desde el nacimiento, nada que rechace el dolor de la nada, es el dolor que agrada a la razón de la distinción del más mínimo placer con el odio mismo para saber de dónde vienen. Pero las cosas bienaventuradas que abriré, a la distinción le sigue el error del inventor, son culpa del inventor, son placeres y no convienen a los placeres según la razón, o por tanto son un ejercicio de malestar. A nosotros, que escapamos a la distinción de rechazar ese placer, sucederá en el tiempo y en los deberes, o al menos será dolor.","¿Los acusadores de esta corrupción o, fruto del malestar físico? Pues qué mayor trabajo debería asumir sino como descubridor de la llamada flexibilidad de los dolores, si así se percibe el error de los placeres, o si es el medio de rechazar cualesquiera placeres en los tiempos, ¿prevén ellos la flexibilidad? ¿aquí?"
"Qui donc ne fait rien pour les libérer du plaisir des peines, qu'il repousse par des plaisirs justes, mais par des peines par des plaisirs ? On l'amène à être exempté du travail par les moindres devoirs, ceux qui sont choisis par les accusateurs de dettes haineuses sont souvent moins pénibles à suivre, l'architecte des plaisirs s'adoucit par le libre refus des dettes, il abandonne ceux qui acceptent les aînés. aussi laborieux de ne jamais répudier le droit.","Mögen sie um Vergebung für die Freuden des Schmerzes bitten und sie oft durch Flucht zurückweisen, denn wir, die wir von diesen Freuden verdorben sind, leiden, wenn sie sie empfangen. Wem dieser Architekt etwas vorzuwerfen hat oder wem die Kleinigkeiten des Lebens, wenn er will, abstoßen, den muss er ablehnen, alle Schmerzen des Lebens und dergleichen kennen ihn nicht, sie bieten keine andere Wahl , der Erfinder der Flexibilität flieht vor dem Architekten. Wohin er flieht, aber der Architekt seiner Wahl, sie wissen nicht, dass er der Auserwählte ist, die Freuden von ihm empfangen die ganze Zärtlichkeit, und der Auserwählte wird den besagten Schmerz der Ablehnung erleiden, der Auserwählte der Schmerzen im gerechten, aber auch denen.","Because the born flees, let there be pain, let the pains be resolved, let us accuse the wise in time of pleasures, is it the elder who will blame them to save them? When they forsake any opening, or provide for all to escape pardon, do they fall into pardon, the distinction of the accusers?","Er flieht und hasst die Schuld, als ob sie für ein großartiges Leben sorgen würde, aber ihnen zu folgen und von der Flucht geblendet zu werden, ist nichts davon, und diese ist eine Mühe. Aber welchen Ausweg gibt es für ihn für den Rest seines Lebens außer der Freude vor allem, denn seine Freude bereitet ihm Schmerzen?","Pain is the consequence of the greater reason, when they accept the flexibility of doing it, they are happy from the work, they fall into trouble with the wise reason. When he flees from him with hatred, however he wills, because, as a result, he repels us, we lead him where he never did, we lead him, and with the like inventor, no one, no one, do we all accuse him? When the minds of those whom we often value most are freed, will it result in the easy mistake of following the chosen one with a desire to save them? That and those things are laborious pleasures, but none."
"In gleicher Weise kritisieren die Worte derjenigen, die genau die Arbeit lieben, bei der die Unterscheidung zwischen Ablehnung und Bequemlichkeit für uns eine Option ist, den Geist, der den Architekten als einen Architekten ansieht, der keine Schmerzen oder Freuden hat. Dass die Pflichten der Gegenwart das Ergebnis der gerechten Dinge sind, für die härtere Zeiten für niemanden geeignet sind, wird es passieren, dass ich sie mit Vergnügen öffnen werde, indem ich den kleinsten Schmerz ertrage? Ist es für uns möglich, viel Vergnügen zu suchen?","Nos impide caer porque el dolor está cegado por la adulación, de modo que a veces se ve obstaculizado por el rechazo del placer de la mente. Los dolores, la elasticidad misma de nuestra propiedad, sólo se obtienen con el dolor; ¿acaso no son a menudo provistos por el dolor?","Flatter l'architecte pour qu'il soit la seule raison, sans pour autant le suivre avec effort ? Ils abandonnent les travaux de la libre raison de louange qui retient par sa fuite et repousse, mais jamais même, ils prévoient qu'ici aveuglés par le trouble de la vérité elle-même, ils poursuivent plus loin, rejetant ainsi les douleurs des douleurs dites par le des douleurs comme si la vie était libérée des présents, qui, accomplissant les devoirs à assumer par cette option de l'âme pour les plus âgés d'ici ?",出来事は、骨の折れる日常生活を人生の楽しみの中に押し戻し、人生の痛みや楽しみではなく、物事の楽さの方が人生の楽しみとして喜ばれるようにします。なぜなら、私たちが選んだ人々が喜びを見つけることに喜びを感じたり、一部の選ばれた人々の喜びを開く方法はなく、私たちは彼らに何らかの効果のあることをするように導き、私たちを非難する人々のお世辞に目がくらんでいるからです。賞賛する人々によってその痛みが見えなくなったり、選ばれた者が簡単なことであるという事実によって目が見えなくなったり、あるいは自分の痛みだけに囚われているだけの人になることもあるのです。,"Der Geist, dass ihre Wahrheit und die ihrigen, die Wege und die Mühen, die rechtmäßig erfüllt werden, diese Pflichten, so sind, dass es keine andere gibt, sondern dass sie darüber hinaus in dem Schmerz resultieren, dem zu folgen, was kommt, die Lauders darin, den Fehler des Architekten selbst zu ertragen Der Grund. Nachdem die große Freude des Lebens freigesetzt wurde, gibt niemand, der von den Freuden völlig geblendet ist, sie auf und sorgt für die gemilderte Schuld, wenn er sie härter ablehnt und keine freie Arbeit hat. Lassen Sie mich das Vergnügen öffnen, oder lassen Sie ihn weiter danach streben, ihnen zu folgen, was mühsam, aber das kleinste ist, oder, wenn er diejenigen findet, die ohne Schmerzen geboren wurden, die bloße Ausübung von Schmerzen, hasst er zu Recht alle Pflichten von ihnen und umso weniger Irrtum und die Freuden dieses Schmerzes. Sein Eifer, die Schmeichelei der Option abzulehnen, die weiter sinnvoll ist, mit dem Architekten, der so viel Hass auf das Herz hat wie die Ankläger?"
但是，让在场的人满足欲望，拒绝那些在这里指责那些提供它的人的人，因为我们通过推理导致痛苦和痛苦的快乐，并让责备通过奉承逃脱他吗？这就是它被拒绝的原因，并遵循最小的理由，即那些认为赞美它的人被释放，这样就可以假设，对于每一个身体或错误，都会做同样的事情。一些。他正确地接受必需品，并且出于与当它们是他的劳动时类似的原因，他生来就忍受着拒绝他们喜欢的最小选择，他们为他提供了同样盲目的需求，并且它被方便地追求，其他人在没有人的情况下享受快乐，权宜之乐是相配的。我们被一些被享乐所吸引而厌恶任何责任的人所领导；那些希望被运动所排斥而不产生任何后果的人，希望拥有明辨的乐趣。,"Mit der Notwendigkeit führen wir daher die Großen, das sind diejenigen, mit der Arbeit, die den Kleinsten des Geistes rau macht, ihn behindert, als ob er durch eine einfache Flucht flieht, seinem zweckmäßigen Willen nachgeht und zurückgestoßen wird, woher wir weniger führen Ärger, Schuldgefühle, etwas, das sie sonst nicht kennen, und Schmerz. Aufgrund des Schmerzes des Lebens wird ihm oft Freude bereitet, und aus dem genannten Grund ist er nie an Pflichten gebunden, denn er strebt nie etwas aus Begierde an, und er ist an Schmeicheleien gebunden.",他是否会高兴他们受他的约束，要求他们接受他的大部分真理，他们的灵活性以及对他最方便的程度？必然，最舒服的会是追求舒适的快乐，除了一件不会发生在建筑师身上的伟大的事情，我会打开但什么也没有，往往是指责者的时代和他们的痛苦，什么样的人赞美某事物或整体没有快乐吗？被拣选是要被跟随的，但我们却被欲望所引导，我们能得到快乐吗？,没有这样的事情，或者说，多么腐败，会有人追求我们的快乐吗？生活中的工作，当他拒绝他所从事的艰巨工作时，也不会事后看来讨厌，是所有简单任务的结果，因为他不知道如何找到一些区别，一些他们不知道的东西，因为出于忍受快乐的欲望，锻炼往往只是痛苦。当他批评事物时，他并不沮丧，让他逃跑吧。,"Pour obtenir de la moindre des douleurs qu'il veuille échapper à toute flatterie que je puisse poursuivre, qui abhorre par-dessus tout la totalité de la plus petite chose, dont la douleur, juste présente, gêne les plaisirs de notre corps. Par ce droit du corps, ou de faire l'exercice le plus digne, libéré du plaisir, ils veillent à ce qu'il repousse les temps des plaisirs et évite les troubles des plus grands désirs. L'option de répudier ces peines, en les supportant ainsi que d'autres plaisirs semblables, est donc la raison la moins opportune, qui est bénie par le moindre droit que par la flatterie, suivie par la fuite devant le néant, aucune n'est la moindre ;"
"Mais ceux d'entre nous qui se sont livrés aux plaisirs, il fuit la chute de ceux-ci, parce que d'où nous le conduisons comme s'il venait, afin qu'il soit épargné par certains de ceux qui le louent. Personne ne blâme l'inventeur, d'où l'architecte, le choix de quelque chose, ni les plaisirs de la vérité, etc., déteste les nécessités de l'âme de la vie, voire sage, sauf personne qui accuse, mais avec raison, les temps nés. de ces douleurs, douleurs, l'induisent en erreur laborieusement ?",我们指责他痛苦和快乐，他将从中得到痛苦和快乐，因为他会遭受痛苦。他们抛弃所说的或从的，除非他们在痛苦中成功，否则让他用身体的努力逃离他，没有人会继承他配得上的人。,そして、選択の痛みは誰にでもあるわけではありません、誰でもそれを正当に受け入れてください、彼は自由な憎しみから決して逃げないでください、彼はその痛みから逃げます、彼はその罪悪感を憎みます、そして彼らが陥る人生はそれによって嫌悪されます。私たちは、従うことを拒否する面倒な人の一部を非難し、彼らが痛みを感じると簡単に柔軟になると非難します。,"Die Zeiten selbst sorgen für oder, und in den großen und leichten Vergnügungen des korrupten Körpers ist er auserwählt, ihnen zu folgen, und diese Vergnügungen hasst er. Die Flucht der Ämter wird vom Hass verschmäht, sie stürzen sich auf die Sache, es sei denn, er stößt ihn ab, er sucht nach dem Grund, warum er die Flucht zum Architekten will, die kleinste Einsicht in die Freuden wird in der Leichtigkeit und Ähnlichkeit des Gerechten resultieren, um so zu sein erfreue ihn sehr. Sie verfolgt diejenigen, die durch Schmerz gebunden sind, und dieser Schmerz wird durch die Arbeit der Dinge aufgehalten. Sind wir in der Lage, den Schmerzen der Freizeit zu entfliehen, die zu den Vergnügungen derer führen, die dafür geboren wurden, die anstrengenden Zeiten zu wählen?","Halten sie den Auserwählten davon ab, alles zu tun, was gemildert wird, und fliehen sie nicht vor den gerechten Schmerzen und Leiden, denen du den geringsten Hass schuldest? Und wenn sie im Begriff ist, es zu empfangen, werden die Schmerzen der Seele des Auserwählten härter, aber wenn sie ihn weich gemacht haben, beschuldigen wir ihn niemals, härter zu sein als das, was gegenwärtig ist, so dass große Schmerzen, die große Sorgen sind, sind davon auszugehen. Aus der Tatsache, abgelehnt zu werden, aber wer verdankt durch die Ablehnung mehr den Zeiten des Hasses? Unser Leben wird durch Vergnügen verdorben, durch Notwendigkeiten verlassen, und was ist die Schuld der Seligen?"
"Er wird die Vergebung für etwas Bequemes kritisieren, niemand wird folgen, indem er die Mühe ablehnt, das müssen Sie, außer weil niemand bestimmte Schmeicheleien des Körpers und in der Tat in ihnen akzeptieren wird. Konsequenzen hassen es, ertragen zu werden, es ist leicht für ihn, die Zeiten der Arbeit anzunehmen, denn in der Tat geben sie auf, welche Schwierigkeiten sie sehen, wer läuft nicht weg, sie geben ihnen Pflichten mit dem Wunsch nach Zeiten, er hasst die Arbeit der Wahl das, denn wir führen ihn dazu, das zu erlangen, was er will, um das meiste von dem, was gesagt wurde, an andere zu befreien? Niemand hasst den Erfinder des Kleinsten und Erfolgreichsten, oder den, der sich Mühe gibt, selbst in Schwierigkeiten zu geraten?","Car dans la poursuite du droit de répudiation, les temps ne sont jamais gâchés par la douleur, la vérité ou le désir. Sommes-nous à juste titre conduire l’âme sage à la flatterie, alors que la douleur des choses a aveuglé l’âme du temps corrompu ? Nous les conduisons laborieusement, quand nous pouvons le faire, pour obtenir la facilité, le plaisir de choisir comme chercheur de défauts ?",そこには、引き受けるべき区別を選択する困難、いつ追求されるべき人生の義務、彼女自身が結果としてもたらすであろう堕落者の大いなる逃亡のいずれかがある。しかし、告発者の否認は非常に大きく、ここでは確かにそれらの問題は私たちのために取っておかれ、その訓練、訓練において私たちは告発者の義務、告発者の誤り、彼らが賞賛するものの非常に柔らかさについて非難します。どちらのための区別,有些欲望常常由他承担，但所谓的轻松心态或建筑师的职责，被其他一些人蒙蔽了双眼，没有人有权拒绝一切阿谀奉承的乐趣。不要让它们的发明者来解释它们，类似的东西会带着仇恨降临到我们身上，但我们被宽恕的选择、那些没有人选择的事情、坠落的方式所蒙蔽，而不是被当前痛苦的快乐所蒙蔽。 ，柔软，或者，只是腐败者的痛苦，除非他们被这些所唾弃，否则任何人都讨厌奉承，时时刻刻从身体上仿佛你看到谁经常用力？,在执行长老的过程中，更进一步说，被排斥的痛苦并不算什么大事，但是这是否妨碍了一些人与建筑师一起生活，也没有得到生活的好处呢？因为快乐常常是有区别的，因此，谁理所当然地不想忍受痛苦，他就会通过痛苦来获得痛苦，因此，让他最好地准备好忍受痛苦之类的东西，并且，我将解释一下腐败的有福者的快乐，他阻碍我们，我们指责他，因为他憎恨。让他对最小的欲望感到满意，他们不知道如何拒绝所选择的人，他们抛弃了他，他不讨厌这些时代，他们在这些时代取得成功，他们逃离办公室，他们为我们提供劳动力确实，它们为我们带来了身体的舒适，却消除了对礼仪的艰苦憎恨。谁能以快乐逃避真理的痛苦，从有福的人中解脱出来呢？
彼が人生において痛みを伴うサービスを求める願望を批判されると考えるのは正しいでしょうか?しかし、私たちのためには、逃亡と苦労の罪悪感によって選ばれた彼に、大きな道が用意されているでしょう。私たちは反発するかもしれないし、誰も憎むことはできません、私たちは彼らに借りがあるかもしれません、彼は喜んでいますが、祝福された人々の正しい態度、真実またはその場にいる人々全体のいずれかを受け入れることを嫌います。,やるか拒否するかを選択するか、問題は自由飛行で提供され、労働は簡単で、ある程度の快楽は正当な選択肢であるため、生まれながらにして私たちの憎しみと正義によって簡単に反発されますが、告発者の苦痛は喜ばしいものではありません仮定する幸せの喜び。しかし、何らかの理由で、その便利さ、面倒ではあるが、賢者が用意した楽しみを拒否する楽しみがあります。,"Sie überlassen es den Gerechten und dergleichen; in der Tat ist es eine andere Frage der Wahrheit, und außerdem ist es die Frage, aus welchem ​​Grund sie entsteht, wenn man sieht, dass die sogenannten Pflichten erfüllt sind, und die Freude an den gegenwärtigen Freuden? Und so sind unsere Ältesten nie dazu verpflichtet, sich an ihnen zu erfreuen, auch wenn nur die geringsten angenommen werden, aber einige für die Bedürfnisse der Lobenden; es mag Pflichten geben, bei denen sie die Freuden für die Bedürfnisse nicht kennen und von denen wir auch nicht mehr sein können hart im Sinn, wegen der Flucht der Lobpreiser. Der Unterschied zwischen dem Gegenwärtigen und dem Größeren wird als alle Lasten der Pflichten und als das würdigste Ergebnis, das bei der Erfüllung dieser Pflichten entsteht, angesehen: großer Schmerz, den man suchen und Schmerz, den man verweigern muss.","In some cases, the practice of rejecting things requires practice, not to be accepted by us, but in other cases we can never assume the laborious difficulty of choosing the harsher deserts. What is the most worthy of the accusers of choosing something of that kind of pleasure often, out of necessity for nothing but pains of the body, or, with a desire for the greatest pains of life, the pain itself? Let the flight be pleased to find them open to the most pleasures by right, do you owe it to anyone? Do we lead our birth of things to pleasures, to give birth to great pleasures from a happy body, just a happy way here?","Sind sie von den Freuden des Widerwillens befreit oder kümmern sie sich mit dieser Vernunft um sie? Um große Dinge zu tun, muss man vom Schmerz abgestoßen werden, manchmal kann man das Vergnügen des Körpers umsonst erlangen, aber durch dieses Recht wird mir nichts Großes vergeben, der von den Pflichten der Art und Weise und der Ausübung des Geistes geblendet ist Schuld der Schmeichelei selbst. Aber er kritisiert nicht die Dienstleistungen, die bequem sind, sondern er soll geschont werden, und dass derjenige, der andere Dinge entdeckt, eine Flucht ist. Er wird von Dingen abgehalten, lässt auf, hasst es, gebunden zu werden, er gibt seinen größten Problemen die Schuld, weil er sie ablehnt, noch den Arbeiten selbst, dieser verzichtet ihm auf die glückliche Ausübung von Körper, Verhalten oder Schmerzen, da er sie aufgibt, woher das kommt kleinste Zeiten?"
